timestamp,location,vehicle_count,hour_of_day,day_of_week,congestion_level
2017-05-01 22:00:00,1,76,22,Monday,High
2017-01-01 12:00:00,2,6,12,Sunday,Low
2016-08-18 16:00:00,1,53,16,Thursday,High
2016-08-12 14:00:00,3,25,14,Friday,Medium
2015-11-15 18:00:00,1,19,18,Sunday,Low
2017-05-05 01:00:00,1,61,1,Friday,High
2015-11-25 02:00:00,3,6,2,Wednesday,Low
2017-02-10 21:00:00,3,52,21,Friday,High
2017-04-26 00:00:00,1,71,0,Wednesday,High
2016-05-08 08:00:00,3,4,8,Sunday,Low
2015-11-10 00:00:00,2,9,0,Tuesday,Low
2016-02-17 23:00:00,3,14,23,Wednesday,Low
2016-04-23 05:00:00,3,5,5,Saturday,Low
2017-01-24 23:00:00,1,76,23,Tuesday,High
2016-11-03 22:00:00,2,20,22,Thursday,Medium
2017-05-10 02:00:00,1,52,2,Wednesday,High
2017-03-31 07:00:00,2,17,7,Friday,Low
2016-04-30 02:00:00,2,9,2,Saturday,Low
2017-06-12 13:00:00,1,106,13,Monday,High
2016-08-04 20:00:00,1,55,20,Thursday,High
2016-02-20 13:00:00,1,26,13,Saturday,Medium
2017-03-16 10:00:00,3,15,10,Thursday,Low
2016-01-24 10:00:00,2,8,10,Sunday,Low
2016-03-29 06:00:00,3,5,6,Tuesday,Low
2016-08-15 23:00:00,3,11,23,Monday,Low
2016-04-27 12:00:00,1,43,12,Wednesday,High
2016-07-21 02:00:00,2,11,2,Thursday,Low
2017-03-15 11:00:00,2,22,11,Wednesday,Medium
2017-04-05 17:00:00,2,32,17,Wednesday,High
2016-05-08 16:00:00,3,9,16,Sunday,Low
2016-06-02 17:00:00,1,47,17,Thursday,High
2017-01-15 23:00:00,1,58,23,Sunday,High
2016-11-12 07:00:00,3,4,7,Saturday,Low
2016-10-31 05:00:00,2,11,5,Monday,Low
2016-10-16 20:00:00,3,16,20,Sunday,Low
2016-03-11 18:00:00,3,18,18,Friday,Low
2016-02-07 02:00:00,3,5,2,Sunday,Low
2017-06-10 22:00:00,3,17,22,Saturday,Low
2017-05-10 11:00:00,2,29,11,Wednesday,Medium
2016-12-25 08:00:00,3,8,8,Sunday,Low
2016-08-03 22:00:00,1,56,22,Wednesday,High
2016-06-08 13:00:00,2,17,13,Wednesday,Low
2016-08-15 16:00:00,1,34,16,Monday,High
2017-03-05 19:00:00,1,62,19,Sunday,High
2017-06-10 23:00:00,4,12,23,Saturday,Low
2016-10-07 02:00:00,1,42,2,Friday,High
2016-10-25 18:00:00,2,21,18,Tuesday,Medium
2017-01-03 20:00:00,1,77,20,Tuesday,High
2016-04-28 13:00:00,3,29,13,Thursday,Medium
2016-07-06 17:00:00,3,15,17,Wednesday,Low
2016-01-26 22:00:00,1,34,22,Tuesday,High
2017-03-31 02:00:00,1,52,2,Friday,High
2017-04-07 04:00:00,4,4,4,Friday,Low
2016-02-17 15:00:00,3,9,15,Wednesday,Low
2017-04-05 05:00:00,2,13,5,Wednesday,Low
2017-05-04 00:00:00,4,4,0,Thursday,Low
2017-02-09 15:00:00,3,19,15,Thursday,Low
2016-11-13 12:00:00,2,12,12,Sunday,Low
2017-03-30 06:00:00,2,17,6,Thursday,Low
2016-06-12 13:00:00,3,8,13,Sunday,Low
2016-07-17 23:00:00,1,35,23,Sunday,High
2015-12-12 18:00:00,1,18,18,Saturday,Low
2016-11-23 14:00:00,2,19,14,Wednesday,Low
2016-05-07 05:00:00,2,6,5,Saturday,Low
2016-12-28 09:00:00,1,46,9,Wednesday,High
2017-02-07 04:00:00,3,6,4,Tuesday,Low
2015-12-24 20:00:00,2,10,20,Thursday,Low
2016-01-13 03:00:00,2,6,3,Wednesday,Low
2015-11-18 20:00:00,1,34,20,Wednesday,High
2016-04-27 06:00:00,2,10,6,Wednesday,Low
2016-02-15 23:00:00,1,36,23,Monday,High
2016-03-11 23:00:00,1,32,23,Friday,High
2015-12-19 09:00:00,1,15,9,Saturday,Low
2016-08-31 22:00:00,3,15,22,Wednesday,Low
2016-03-31 11:00:00,2,12,11,Thursday,Low
2016-04-27 20:00:00,2,12,20,Wednesday,Low
2015-11-04 17:00:00,1,24,17,Wednesday,Medium
2017-04-29 06:00:00,2,11,6,Saturday,Low
2016-02-28 00:00:00,3,20,0,Sunday,Medium
2017-02-06 18:00:00,1,89,18,Monday,High
2016-07-13 09:00:00,2,13,9,Wednesday,Low
2016-04-01 23:00:00,2,12,23,Friday,Low
2016-06-12 10:00:00,1,29,10,Sunday,Medium
2016-12-13 10:00:00,3,8,10,Tuesday,Low
2016-07-10 09:00:00,2,11,9,Sunday,Low
2017-04-20 16:00:00,3,33,16,Thursday,High
2016-09-30 16:00:00,2,15,16,Friday,Low
2015-12-31 13:00:00,2,6,13,Thursday,Low
2016-09-27 21:00:00,3,28,21,Tuesday,Medium
2016-09-29 06:00:00,3,5,6,Thursday,Low
2017-03-06 12:00:00,3,24,12,Monday,Medium
2016-10-10 18:00:00,1,69,18,Monday,High
2017-04-03 18:00:00,4,8,18,Monday,Low
2016-04-01 00:00:00,2,13,0,Friday,Low
2016-04-01 13:00:00,1,43,13,Friday,High
2017-05-17 18:00:00,2,42,18,Wednesday,High
2017-06-29 05:00:00,4,4,5,Thursday,Low
2017-06-01 17:00:00,2,34,17,Thursday,High
2017-05-26 20:00:00,4,3,20,Friday,Low
2017-03-27 18:00:00,1,89,18,Monday,High
2016-11-13 05:00:00,1,25,5,Sunday,Medium
2017-02-19 16:00:00,1,46,16,Sunday,High
2016-06-23 10:00:00,3,11,10,Thursday,Low
2016-05-28 15:00:00,3,15,15,Saturday,Low
2016-09-02 09:00:00,1,42,9,Friday,High
2017-05-28 08:00:00,4,3,8,Sunday,Low
2017-01-22 21:00:00,4,9,21,Sunday,Low
2016-06-04 08:00:00,1,21,8,Saturday,Medium
2017-04-04 23:00:00,3,26,23,Tuesday,Medium
2016-08-25 09:00:00,1,42,9,Thursday,High
2017-06-24 07:00:00,1,36,7,Saturday,High
2017-06-09 23:00:00,2,25,23,Friday,Medium
2016-03-23 13:00:00,2,10,13,Wednesday,Low
2016-01-25 00:00:00,2,7,0,Monday,Low
2016-01-09 23:00:00,1,19,23,Saturday,Low
2017-05-30 18:00:00,1,110,18,Tuesday,High
2015-12-16 19:00:00,2,11,19,Wednesday,Low
2017-05-11 15:00:00,1,94,15,Thursday,High
2017-03-20 15:00:00,3,30,15,Monday,Medium
2015-11-27 13:00:00,1,26,13,Friday,Medium
2017-02-23 17:00:00,3,35,17,Thursday,High
2016-11-04 22:00:00,1,65,22,Friday,High
2016-01-24 05:00:00,1,12,5,Sunday,Low
2016-09-03 22:00:00,3,13,22,Saturday,Low
2016-11-15 23:00:00,1,64,23,Tuesday,High
2016-01-04 12:00:00,1,37,12,Monday,High
2016-04-27 09:00:00,1,31,9,Wednesday,High
2016-07-18 07:00:00,1,23,7,Monday,Medium
2017-03-06 13:00:00,2,22,13,Monday,Medium
2017-04-13 18:00:00,2,30,18,Thursday,Medium
2016-05-09 11:00:00,1,64,11,Monday,High
2016-05-12 17:00:00,1,49,17,Thursday,High
2016-11-19 16:00:00,1,39,16,Saturday,High
2016-10-18 10:00:00,1,62,10,Tuesday,High
2015-12-26 08:00:00,3,3,8,Saturday,Low
2016-10-11 22:00:00,1,62,22,Tuesday,High
2016-11-03 11:00:00,1,76,11,Thursday,High
2017-01-11 18:00:00,1,72,18,Wednesday,High
2016-10-31 01:00:00,3,5,1,Monday,Low
2016-09-12 16:00:00,1,63,16,Monday,High
2016-12-11 08:00:00,1,32,8,Sunday,High
2017-06-28 17:00:00,2,35,17,Wednesday,High
2017-04-08 11:00:00,2,21,11,Saturday,Medium
2017-06-28 14:00:00,2,39,14,Wednesday,High
2016-12-14 04:00:00,2,14,4,Wednesday,Low
2016-11-26 00:00:00,3,13,0,Saturday,Low
2017-02-19 11:00:00,1,46,11,Sunday,High
2016-06-22 16:00:00,3,12,16,Wednesday,Low
2015-12-11 03:00:00,2,10,3,Friday,Low
2017-04-03 16:00:00,4,8,16,Monday,Low
2016-11-11 07:00:00,1,39,7,Friday,High
2015-12-24 09:00:00,2,8,9,Thursday,Low
2016-08-30 11:00:00,1,64,11,Tuesday,High
2017-01-18 23:00:00,3,18,23,Wednesday,Low
2016-01-02 12:00:00,3,7,12,Saturday,Low
2015-12-23 15:00:00,3,5,15,Wednesday,Low
2017-06-24 08:00:00,2,12,8,Saturday,Low
2017-01-11 03:00:00,2,13,3,Wednesday,Low
2017-01-27 02:00:00,2,15,2,Friday,Low
2017-01-12 07:00:00,3,15,7,Thursday,Low
2016-07-19 00:00:00,1,47,0,Tuesday,High
2016-04-30 08:00:00,3,15,8,Saturday,Low
2017-06-14 15:00:00,4,11,15,Wednesday,Low
2016-11-19 07:00:00,1,29,7,Saturday,Medium
2017-05-25 05:00:00,1,38,5,Thursday,High
2016-05-30 23:00:00,2,12,23,Monday,Low
2016-01-20 14:00:00,2,11,14,Wednesday,Low
2016-03-05 20:00:00,3,100,20,Saturday,High
2016-02-18 20:00:00,1,39,20,Thursday,High
2017-06-30 06:00:00,1,44,6,Friday,High
2016-11-04 05:00:00,1,32,5,Friday,High
2016-03-17 16:00:00,1,39,16,Thursday,High
2016-07-28 00:00:00,3,12,0,Thursday,Low
2017-02-26 23:00:00,4,10,23,Sunday,Low
2017-04-26 03:00:00,4,7,3,Wednesday,Low
2016-01-12 17:00:00,1,32,17,Tuesday,High
2016-02-10 08:00:00,3,5,8,Wednesday,Low
2016-08-04 15:00:00,2,1,15,Thursday,Low
2017-03-06 04:00:00,2,18,4,Monday,Low
2015-11-18 05:00:00,1,16,5,Wednesday,Low
2017-03-25 20:00:00,1,61,20,Saturday,High
2016-01-22 01:00:00,1,25,1,Friday,Medium
2017-03-18 21:00:00,1,59,21,Saturday,High
2016-07-16 12:00:00,1,31,12,Saturday,High
2016-09-30 12:00:00,3,24,12,Friday,Medium
2017-01-27 17:00:00,1,66,17,Friday,High
2016-03-25 07:00:00,1,18,7,Friday,Low
2016-06-30 01:00:00,2,16,1,Thursday,Low
2017-06-15 08:00:00,1,58,8,Thursday,High
2016-02-19 10:00:00,1,38,10,Friday,High
2015-11-13 05:00:00,3,2,5,Friday,Low
2017-02-03 12:00:00,4,13,12,Friday,Low
2016-09-30 01:00:00,3,16,1,Friday,Low
2017-02-25 04:00:00,1,35,4,Saturday,High
2016-07-01 14:00:00,1,58,14,Friday,High
2016-08-02 05:00:00,2,5,5,Tuesday,Low
2017-01-20 18:00:00,3,16,18,Friday,Low
2017-04-29 04:00:00,4,6,4,Saturday,Low
2016-02-19 12:00:00,1,44,12,Friday,High
2016-07-03 09:00:00,1,21,9,Sunday,Medium
2017-02-09 22:00:00,3,32,22,Thursday,High
2016-09-09 17:00:00,3,49,17,Friday,High
2016-03-09 21:00:00,2,12,21,Wednesday,Low
2015-12-13 02:00:00,1,9,2,Sunday,Low
2017-04-28 15:00:00,1,73,15,Friday,High
2016-12-15 01:00:00,1,56,1,Thursday,High
2017-01-29 20:00:00,2,12,20,Sunday,Low
2016-05-11 22:00:00,1,43,22,Wednesday,High
2017-04-20 16:00:00,3,33,16,Thursday,High
2017-05-24 21:00:00,1,89,21,Wednesday,High
2016-06-18 09:00:00,2,7,9,Saturday,Low
2017-05-31 03:00:00,1,49,3,Wednesday,High
2016-04-28 17:00:00,1,41,17,Thursday,High
2016-04-28 06:00:00,2,6,6,Thursday,Low
2017-05-16 13:00:00,2,31,13,Tuesday,High
2016-08-08 16:00:00,1,66,16,Monday,High
2017-04-02 18:00:00,1,71,18,Sunday,High
2017-04-05 14:00:00,3,33,14,Wednesday,High
2016-04-27 01:00:00,2,13,1,Wednesday,Low
2017-05-28 10:00:00,1,48,10,Sunday,High
2017-03-17 10:00:00,4,11,10,Friday,Low
2016-09-18 22:00:00,1,49,22,Sunday,High
2016-07-21 10:00:00,1,47,10,Thursday,High
2017-02-28 06:00:00,1,41,6,Tuesday,High
2017-05-20 22:00:00,1,57,22,Saturday,High
2016-06-24 07:00:00,1,27,7,Friday,Medium
2017-06-12 14:00:00,3,24,14,Monday,Medium
2017-03-04 17:00:00,1,42,17,Saturday,High
2016-04-23 04:00:00,2,6,4,Saturday,Low
2016-03-25 10:00:00,1,32,10,Friday,High
2017-06-18 01:00:00,1,41,1,Sunday,High
2016-09-11 01:00:00,1,29,1,Sunday,Medium
2016-04-14 16:00:00,3,12,16,Thursday,Low
2017-01-04 06:00:00,2,10,6,Wednesday,Low
2017-02-17 20:00:00,1,82,20,Friday,High
2016-07-08 14:00:00,1,50,14,Friday,High
2016-11-26 03:00:00,2,10,3,Saturday,Low
2017-04-16 11:00:00,4,5,11,Sunday,Low
2017-04-08 07:00:00,2,11,7,Saturday,Low
2016-03-30 22:00:00,3,9,22,Wednesday,Low
2016-05-08 13:00:00,1,34,13,Sunday,High
2017-01-20 20:00:00,3,15,20,Friday,Low
2016-09-19 20:00:00,2,18,20,Monday,Low
2016-02-02 20:00:00,1,37,20,Tuesday,High
2016-07-16 06:00:00,3,8,6,Saturday,Low
2017-06-05 23:00:00,1,83,23,Monday,High
2016-02-08 18:00:00,3,13,18,Monday,Low
2017-05-03 21:00:00,1,86,21,Wednesday,High
2016-06-27 12:00:00,1,62,12,Monday,High
2016-10-27 00:00:00,1,67,0,Thursday,High
2016-08-11 00:00:00,3,21,0,Thursday,Medium
2017-05-09 16:00:00,3,25,16,Tuesday,Medium
2017-03-11 15:00:00,2,11,15,Saturday,Low
2017-02-17 18:00:00,1,76,18,Friday,High
2017-01-16 01:00:00,1,39,1,Monday,High
2016-06-20 03:00:00,2,6,3,Monday,Low
2016-05-05 22:00:00,1,36,22,Thursday,High
2017-04-12 03:00:00,1,42,3,Wednesday,High
2017-06-11 13:00:00,1,53,13,Sunday,High
2016-07-24 00:00:00,1,33,0,Sunday,High
2016-09-03 01:00:00,3,11,1,Saturday,Low
2016-06-13 23:00:00,1,44,23,Monday,High
2016-11-07 20:00:00,2,22,20,Monday,Medium
2017-02-14 22:00:00,3,13,22,Tuesday,Low
2016-10-25 10:00:00,3,11,10,Tuesday,Low
2015-11-09 22:00:00,2,11,22,Monday,Low
2017-05-29 21:00:00,1,84,21,Monday,High
2017-03-26 11:00:00,4,5,11,Sunday,Low
2017-05-21 08:00:00,3,7,8,Sunday,Low
2016-12-08 07:00:00,1,42,7,Thursday,High
2016-11-17 17:00:00,2,18,17,Thursday,Low
2016-07-11 09:00:00,1,35,9,Monday,High
2017-02-01 17:00:00,1,76,17,Wednesday,High
2016-05-28 11:00:00,3,11,11,Saturday,Low
2017-05-22 17:00:00,2,39,17,Monday,High
2016-02-17 14:00:00,3,12,14,Wednesday,Low
2017-01-20 01:00:00,4,3,1,Friday,Low
2016-11-06 07:00:00,1,25,7,Sunday,Medium
2016-05-18 23:00:00,1,36,23,Wednesday,High
2016-08-21 09:00:00,1,30,9,Sunday,Medium
2017-03-12 15:00:00,3,15,15,Sunday,Low
2017-05-06 01:00:00,2,25,1,Saturday,Medium
2016-09-25 23:00:00,1,53,23,Sunday,High
2016-05-15 07:00:00,1,17,7,Sunday,Low
2016-11-16 07:00:00,2,16,7,Wednesday,Low
2017-06-26 20:00:00,3,20,20,Monday,Medium
2016-03-09 14:00:00,3,11,14,Wednesday,Low
2017-03-20 20:00:00,1,102,20,Monday,High
2017-05-02 02:00:00,1,51,2,Tuesday,High
2016-01-25 14:00:00,1,33,14,Monday,High
2016-10-04 03:00:00,3,7,3,Tuesday,Low
2016-06-28 11:00:00,1,55,11,Tuesday,High
2016-03-11 22:00:00,2,14,22,Friday,Low
2016-07-29 21:00:00,2,16,21,Friday,Low
2017-06-12 13:00:00,4,8,13,Monday,Low
2017-04-10 20:00:00,2,34,20,Monday,High
2016-01-29 07:00:00,1,17,7,Friday,Low
2016-09-11 18:00:00,2,8,18,Sunday,Low
2016-05-03 15:00:00,2,17,15,Tuesday,Low
2016-08-13 10:00:00,2,6,10,Saturday,Low
2015-12-18 14:00:00,1,44,14,Friday,High
2016-11-16 15:00:00,1,72,15,Wednesday,High
2017-06-04 13:00:00,4,9,13,Sunday,Low
2017-03-11 00:00:00,2,23,0,Saturday,Medium
2016-05-13 10:00:00,3,18,10,Friday,Low
2016-02-21 04:00:00,3,5,4,Sunday,Low
2017-06-19 13:00:00,1,105,13,Monday,High
2017-06-07 00:00:00,2,38,0,Wednesday,High
2017-05-04 00:00:00,1,70,0,Thursday,High
2017-05-18 11:00:00,1,111,11,Thursday,High
2016-03-15 17:00:00,2,13,17,Tuesday,Low
2016-12-06 02:00:00,1,58,2,Tuesday,High
2017-06-28 15:00:00,4,17,15,Wednesday,Low
2015-12-11 23:00:00,1,23,23,Friday,Medium
2017-03-14 04:00:00,1,40,4,Tuesday,High
2016-11-25 09:00:00,3,12,9,Friday,Low
2017-06-17 17:00:00,2,20,17,Saturday,Medium
2016-03-30 06:00:00,2,6,6,Wednesday,Low
2016-06-19 14:00:00,3,8,14,Sunday,Low
2017-04-26 23:00:00,4,9,23,Wednesday,Low
2017-06-23 16:00:00,2,32,16,Friday,High
2017-06-06 07:00:00,3,9,7,Tuesday,Low
2016-02-25 10:00:00,3,15,10,Thursday,Low
2016-04-19 08:00:00,1,32,8,Tuesday,High
2016-05-22 14:00:00,3,11,14,Sunday,Low
2017-02-11 04:00:00,4,2,4,Saturday,Low
2016-10-25 13:00:00,1,64,13,Tuesday,High
2016-02-26 17:00:00,1,36,17,Friday,High
2016-09-27 19:00:00,2,17,19,Tuesday,Low
2017-05-08 16:00:00,2,33,16,Monday,High
2017-02-26 01:00:00,1,42,1,Sunday,High
2016-01-29 10:00:00,3,42,10,Friday,High
2017-04-23 01:00:00,1,46,1,Sunday,High
2017-04-26 07:00:00,1,49,7,Wednesday,High
2016-07-03 20:00:00,1,38,20,Sunday,High
2016-02-17 13:00:00,1,45,13,Wednesday,High
2017-03-23 02:00:00,4,3,2,Thursday,Low
2016-02-19 11:00:00,1,50,11,Friday,High
2016-07-14 11:00:00,1,64,11,Thursday,High
2016-04-09 10:00:00,1,31,10,Saturday,High
2016-01-26 22:00:00,1,34,22,Tuesday,High
2016-02-23 13:00:00,2,10,13,Tuesday,Low
2017-04-01 05:00:00,4,2,5,Saturday,Low
2016-08-17 23:00:00,3,10,23,Wednesday,Low
2016-11-21 03:00:00,2,12,3,Monday,Low
2016-02-03 11:00:00,2,17,11,Wednesday,Low
2017-06-16 16:00:00,2,34,16,Friday,High
2016-11-26 21:00:00,3,110,21,Saturday,High
2017-03-29 02:00:00,3,10,2,Wednesday,Low
2017-03-03 20:00:00,2,26,20,Friday,Medium
2016-07-12 23:00:00,3,9,23,Tuesday,Low
2016-11-14 17:00:00,2,23,17,Monday,Medium
2016-09-15 21:00:00,1,57,21,Thursday,High
2017-05-27 11:00:00,4,7,11,Saturday,Low
2015-11-18 11:00:00,1,44,11,Wednesday,High
2016-07-21 01:00:00,1,40,1,Thursday,High
2015-11-26 11:00:00,2,11,11,Thursday,Low
2016-02-25 10:00:00,2,9,10,Thursday,Low
2015-11-15 12:00:00,2,6,12,Sunday,Low
2016-02-16 23:00:00,3,12,23,Tuesday,Low
2016-09-10 17:00:00,2,11,17,Saturday,Low
2016-04-28 20:00:00,1,39,20,Thursday,High
2016-06-30 09:00:00,2,10,9,Thursday,Low
2016-05-21 16:00:00,1,27,16,Saturday,Medium
2016-06-17 16:00:00,3,9,16,Friday,Low
2017-05-04 14:00:00,4,9,14,Thursday,Low
2015-12-29 11:00:00,1,35,11,Tuesday,High
2016-05-19 17:00:00,1,54,17,Thursday,High
2016-01-17 13:00:00,2,4,13,Sunday,Low
2016-10-08 16:00:00,3,16,16,Saturday,Low
2017-03-03 03:00:00,1,49,3,Friday,High
2016-09-28 07:00:00,1,37,7,Wednesday,High
2017-02-15 10:00:00,3,14,10,Wednesday,Low
2016-12-18 00:00:00,1,38,0,Sunday,High
2017-04-04 20:00:00,4,11,20,Tuesday,Low
2015-11-28 09:00:00,2,8,9,Saturday,Low
2016-08-31 10:00:00,1,53,10,Wednesday,High
2016-03-11 23:00:00,3,13,23,Friday,Low
2016-12-15 00:00:00,2,14,0,Thursday,Low
2016-10-09 00:00:00,1,33,0,Sunday,High
2016-07-13 18:00:00,1,52,18,Wednesday,High
2016-11-23 14:00:00,1,62,14,Wednesday,High
2016-04-10 06:00:00,2,7,6,Sunday,Low
2016-06-24 09:00:00,1,36,9,Friday,High
2016-09-13 07:00:00,1,34,7,Tuesday,High
2017-02-24 05:00:00,1,43,5,Friday,High
2016-08-19 15:00:00,1,50,15,Friday,High
2016-03-06 13:00:00,2,7,13,Sunday,Low
2016-01-03 19:00:00,1,28,19,Sunday,Medium
2017-01-04 03:00:00,1,41,3,Wednesday,High
2017-05-29 16:00:00,1,109,16,Monday,High
2016-05-06 01:00:00,1,35,1,Friday,High
2016-04-01 20:00:00,2,13,20,Friday,Low
2016-04-13 17:00:00,2,15,17,Wednesday,Low
2016-05-06 13:00:00,3,11,13,Friday,Low
2016-10-10 12:00:00,2,13,12,Monday,Low
2017-02-02 20:00:00,2,22,20,Thursday,Medium
2016-04-27 22:00:00,1,39,22,Wednesday,High
2016-05-10 14:00:00,1,50,14,Tuesday,High
2016-10-11 04:00:00,1,28,4,Tuesday,Medium
2016-01-06 22:00:00,1,32,22,Wednesday,High
2017-06-21 06:00:00,1,44,6,Wednesday,High
2016-10-01 03:00:00,3,12,3,Saturday,Low
2017-05-02 19:00:00,2,32,19,Tuesday,High
2016-03-07 10:00:00,1,37,10,Monday,High
2017-05-13 00:00:00,2,30,0,Saturday,Medium
2016-09-15 22:00:00,3,14,22,Thursday,Low
2016-10-28 01:00:00,2,17,1,Friday,Low
2016-08-31 15:00:00,1,67,15,Wednesday,High
2016-07-22 17:00:00,1,57,17,Friday,High
2015-11-04 17:00:00,3,8,17,Wednesday,Low
2017-04-24 06:00:00,2,18,6,Monday,Low
2017-05-05 06:00:00,2,16,6,Friday,Low
2016-11-29 07:00:00,3,12,7,Tuesday,Low
2016-11-05 07:00:00,2,8,7,Saturday,Low
2016-01-03 06:00:00,2,7,6,Sunday,Low
2016-06-28 17:00:00,1,55,17,Tuesday,High
2017-02-16 05:00:00,4,4,5,Thursday,Low
2016-08-17 20:00:00,3,14,20,Wednesday,Low
2017-03-27 01:00:00,1,44,1,Monday,High
2016-11-22 23:00:00,2,18,23,Tuesday,Low
2016-10-08 11:00:00,1,37,11,Saturday,High
2016-03-09 11:00:00,1,40,11,Wednesday,High
2016-11-24 03:00:00,2,11,3,Thursday,Low
2015-11-30 06:00:00,1,11,6,Monday,Low
2016-10-02 18:00:00,3,23,18,Sunday,Medium
2016-10-08 18:00:00,2,11,18,Saturday,Low
2017-05-18 00:00:00,4,4,0,Thursday,Low
2017-04-07 03:00:00,2,18,3,Friday,Low
2016-09-21 11:00:00,1,68,11,Wednesday,High
2016-07-29 09:00:00,1,37,9,Friday,High
2016-02-20 21:00:00,1,35,21,Saturday,High
2016-09-26 12:00:00,1,77,12,Monday,High
2017-04-14 15:00:00,1,59,15,Friday,High
2016-12-14 09:00:00,1,52,9,Wednesday,High
2017-04-29 10:00:00,1,54,10,Saturday,High
2016-12-09 08:00:00,1,39,8,Friday,High
2017-06-24 22:00:00,2,20,22,Saturday,Medium
2015-11-13 21:00:00,1,22,21,Friday,Medium
2016-06-08 05:00:00,1,18,5,Wednesday,Low
2016-09-10 18:00:00,1,37,18,Saturday,High
2016-11-04 09:00:00,1,47,9,Friday,High
2016-09-21 01:00:00,1,45,1,Wednesday,High
2016-09-28 18:00:00,1,75,18,Wednesday,High
2016-03-22 14:00:00,1,38,14,Tuesday,High
2017-03-18 03:00:00,4,2,3,Saturday,Low
2017-02-03 23:00:00,2,17,23,Friday,Low
2015-11-09 15:00:00,2,12,15,Monday,Low
2017-04-21 08:00:00,1,50,8,Friday,High
2017-03-21 12:00:00,1,89,12,Tuesday,High
2016-12-03 19:00:00,3,45,19,Saturday,High
2015-12-05 00:00:00,1,18,0,Saturday,Low
2017-04-17 02:00:00,1,35,2,Monday,High
2017-02-16 03:00:00,1,47,3,Thursday,High
2016-10-17 03:00:00,1,31,3,Monday,High
2016-07-25 07:00:00,2,9,7,Monday,Low
2017-03-08 23:00:00,1,75,23,Wednesday,High
2016-05-26 23:00:00,3,7,23,Thursday,Low
2016-09-24 03:00:00,1,37,3,Saturday,High
2016-08-03 10:00:00,1,55,10,Wednesday,High
2017-04-24 15:00:00,2,37,15,Monday,High
2016-04-17 01:00:00,3,6,1,Sunday,Low
2016-08-14 02:00:00,3,7,2,Sunday,Low
2017-06-19 12:00:00,1,113,12,Monday,High
2016-06-18 00:00:00,1,37,0,Saturday,High
2016-12-30 23:00:00,3,13,23,Friday,Low
2016-09-16 20:00:00,1,81,20,Friday,High
2016-08-09 11:00:00,1,55,11,Tuesday,High
2017-01-19 01:00:00,1,57,1,Thursday,High
2016-09-09 00:00:00,2,17,0,Friday,Low
2016-11-29 04:00:00,1,41,4,Tuesday,High
2016-05-03 07:00:00,1,25,7,Tuesday,Medium
2017-06-12 16:00:00,1,115,16,Monday,High
2017-03-05 01:00:00,3,18,1,Sunday,Low
2016-02-19 06:00:00,3,4,6,Friday,Low
2016-10-24 05:00:00,1,29,5,Monday,Medium
2016-11-10 20:00:00,1,68,20,Thursday,High
2016-08-26 13:00:00,1,56,13,Friday,High
2017-05-02 19:00:00,3,18,19,Tuesday,Low
2016-05-18 13:00:00,3,11,13,Wednesday,Low
2015-11-09 16:00:00,1,19,16,Monday,Low
2017-06-25 08:00:00,1,37,8,Sunday,High
2016-10-06 15:00:00,1,63,15,Thursday,High
2016-07-26 08:00:00,3,9,8,Tuesday,Low
2016-07-05 05:00:00,2,4,5,Tuesday,Low
2016-12-11 04:00:00,2,9,4,Sunday,Low
2017-05-10 01:00:00,2,27,1,Wednesday,Medium
2016-05-02 14:00:00,3,17,14,Monday,Low
2016-02-16 19:00:00,1,39,19,Tuesday,High
2016-07-20 11:00:00,1,61,11,Wednesday,High
2016-08-24 00:00:00,1,46,0,Wednesday,High
2016-11-22 01:00:00,1,53,1,Tuesday,High
2017-04-01 04:00:00,2,15,4,Saturday,Low
2017-01-26 09:00:00,3,7,9,Thursday,Low
2016-01-08 00:00:00,2,12,0,Friday,Low
2017-04-30 08:00:00,4,3,8,Sunday,Low
2015-12-14 16:00:00,2,11,16,Monday,Low
2016-06-20 16:00:00,3,14,16,Monday,Low
2017-03-10 06:00:00,1,43,6,Friday,High
2017-03-05 13:00:00,2,11,13,Sunday,Low
2016-11-11 23:00:00,1,53,23,Friday,High
2016-09-26 22:00:00,1,68,22,Monday,High
2015-11-20 05:00:00,3,9,5,Friday,Low
2015-11-14 17:00:00,2,7,17,Saturday,Low
2016-10-22 02:00:00,1,44,2,Saturday,High
2017-05-12 10:00:00,4,8,10,Friday,Low
2017-01-25 10:00:00,3,20,10,Wednesday,Medium
2015-11-22 17:00:00,3,15,17,Sunday,Low
2016-08-30 20:00:00,2,18,20,Tuesday,Low
2016-12-31 09:00:00,3,6,9,Saturday,Low
2016-11-03 20:00:00,1,75,20,Thursday,High
2017-06-08 20:00:00,1,108,20,Thursday,High
2017-01-11 23:00:00,3,23,23,Wednesday,Medium
2015-11-13 16:00:00,1,25,16,Friday,Medium
2016-12-05 15:00:00,2,21,15,Monday,Medium
2016-01-01 01:00:00,3,5,1,Friday,Low
2016-12-06 21:00:00,1,83,21,Tuesday,High
2016-05-01 04:00:00,1,13,4,Sunday,Low
2016-09-19 09:00:00,2,10,9,Monday,Low
2017-01-11 00:00:00,1,67,0,Wednesday,High
2016-12-12 20:00:00,1,79,20,Monday,High
2017-06-26 00:00:00,1,59,0,Monday,High
2016-12-06 00:00:00,2,19,0,Tuesday,Low
